Date,Cases,Deaths,Recovered,Travel_history,Province,City,Latitude (generated),Longitude (generated),Active Cases
2020-03-30,18,0,4,Unknown,Gilgit-Baltistan,Nagar,36.273351,74.726677,14
2020-03-30,1,0,0,Local - Social Contact,FATA,Bajaur,34.782749,71.532708,1
2020-03-30,3,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,3
2020-03-30,1,0,0,Unknown,Khyber Pakhtunkhwa,Bannu,32.989,70.606,1
2020-03-30,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,1
2020-03-30,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,3
2020-03-30,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,1
2020-03-30,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,1
2020-03-30,16,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,16
2020-03-31,7,0,0,Unknown,Islamabad,Islamabad,33.7194,73.0741,7
2020-03-31,0,3,0,Iran/Taftan,Punjab,Dera Ghazi Khan,30.056,70.634,-3
2020-03-31,14,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,14
2020-03-31,1,0,0,Local - Social Contact,Punjab,Mianwali,32.574,71.526,1
2020-03-31,1,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,28.424043,70.300054,1
2020-03-31,5,0,0,Local - Social Contact,Punjab,Hafizabad,32.067,73.685,5
2020-03-31,1,0,0,Local - Social Contact,Punjab,Kasur,31.115,74.446,1
2020-03-31,1,0,0,Local - Social Contact,Punjab,Laiya,30.961,70.939,1
2020-03-31,16,0,0,Local - Social Contact,Sindh,Hyderabad,25.3763,68.3432,16
2020-03-31,0,0,10,Iran/Taftan,Sindh,Sukkur,27.7221,68.8333,-10
2020-03-31,94,0,0,Tableeghi Jamaat,Sindh,Hyderabad,25.3763,68.3432,94
2020-03-31,1,0,0,Local - Social Contact,Sindh,Jacobabad,28.286,68.433,1
2020-03-31,14,0,17,Iran/Taftan,Balochistan,Quetta,30.1802,66.9964,-3
2020-03-31,37,0,0,Unknown,Gilgit-Baltistan,Nagar,36.273351,74.726677,37
2020-03-31,0,0,0,Unknown,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,0
2020-03-31,1,0,0,Local - Social Contact,FATA,Bajaur,34.782749,71.532708,1
2020-03-31,3,0,0,Unknown,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,3
2020-03-31,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,33.999,72.934,1
2020-03-31,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,10
2020-03-31,1,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,-4
2020-03-31,1,0,0,Iran/Taftan,FATA,Kurrum,33.706747,70.389776,1
2020-03-31,4,1,10,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,-7
2020-03-31,10,0,0,Unknown,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,10
2020-04-01,13,0,0,International Passenger,Islamabad,Islamabad,33.7194,73.0741,13
2020-04-01,2,0,0,Unknown,AJK,Bhambore,0.0,0.0,2
2020-04-01,1,0,0,Unknown,AJK,Trarkhel,0.0,0.0,1
2020-04-01,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,0
2020-04-01,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,0
2020-04-01,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,-2
2020-04-01,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,3
2020-04-01,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,1
2020-04-01,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,33.999,72.934,2
2020-04-01,1,0,0,Local - Social Contact,FATA,Khyber,33.979947,71.139336,1
2020-04-01,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,1
2020-04-01,2,0,0,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,2
2020-04-01,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,2
2020-04-01,7,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,-3
2020-04-01,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,33.715754,71.005449,1
2020-04-01,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,32.221,70.379,1
2020-04-01,1,0,0,Local - Social Contact,FATA,South Waziristan,32.399536,69.727014,1
2020-04-01,33,1,3,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,29
2020-04-01,2,0,0,Local - Social Contact,Punjab,Lodhran,29.54,71.633,2
2020-04-01,48,0,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,48
2020-04-01,7,1,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,6
2020-04-01,6,0,0,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,6
2020-04-01,28,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,28
2020-04-01,2,0,0,Local - Social Contact,Punjab,Gujranwala,32.1547,74.1804,2
2020-04-01,1,0,0,Local - Social Contact,Punjab,Narowal,32.1,74.883,1
2020-04-01,8,0,0,Local - Social Contact,Punjab,Sargodha,32.0778,72.6722,8
2020-04-01,1,0,0,Local - Social Contact,Punjab,Sialkot,32.4836,74.556,1
2020-04-01,2,0,0,Local - Social Contact,Punjab,Bahawal Nagar,30.55,73.39,2
2020-04-01,16,0,0,Iran/Taftan,Punjab,Multan,30.1735,71.469,16
2020-04-01,63,0,0,Iran/Taftan,Punjab,Raiwind,31.254,74.217,63
2020-04-02,27,0,0,Tableeghi Jamaat,Punjab,Raiwind,31.254,74.217,27
2020-04-01,3,0,0,Iran/Taftan,Punjab,Faisalabad,31.4155,73.0908,3
2020-04-02,3,1,0,Unknown,Gilgit-Baltistan,Astore,35.347533,74.861062,2
2020-04-02,32,1,9,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,22
2020-04-02,0,1,0,Tableeghi Jamaat,Sindh,Hyderabad,25.3763,68.3432,-1
2020-04-02,0,0,2,Iran/Taftan,Sindh,Sukkur,27.7221,68.8333,-2
2020-04-02,21,1,0,Unknown,Punjab,Lahore,31.4978,74.3601,20
2020-04-02,4,0,0,Unknown,Islamabad,Islamabad,33.7194,73.0741,4
2020-04-02,5,0,0,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,5
2020-04-02,1,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,0
2020-04-02,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,1
2020-04-02,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,5
2020-04-02,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,2
2020-04-02,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,33.528,71.058,1
2020-04-02,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,1
2020-04-02,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,6
2020-04-02,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,1
2020-04-02,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,1
2020-04-02,17,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,17
2020-04-02,1,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,34.12,72.472,-2
2020-04-02,1,0,0,Local - Social Contact,Punjab,Gujranwala,32.1547,74.1804,1
2020-04-02,2,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,2
2020-04-02,10,0,0,Local - Social Contact,Punjab,Mandi Bahauddin,32.583,73.484,10
2020-04-02,6,0,0,Local - Social Contact,Punjab,Vehari,30.033,72.35,6
2020-04-02,6,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,30.056,70.634,6
2020-04-02,27,0,0,Iran/Taftan,Punjab,Raiwind,31.254,74.217,27
2020-04-02,2,0,0,Iran/Taftan,Punjab,Faisalabad,31.4155,73.0908,2
2020-04-03,1,0,1,Unknown,Gilgit-Baltistan,Shigar,0.0,0.0,0
2020-04-03,1,0,0,Unknown,Gilgit-Baltistan,Nagar,36.273351,74.726677,1
2020-04-03,1,0,0,Unknown,Gilgit-Baltistan,Astore,35.347533,74.861062,1
2020-04-03,6,0,0,Unknown,Islamabad,Islamabad,33.7194,73.0741,6
2020-04-03,40,3,0,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,37
2020-04-03,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,4
2020-04-03,6,0,0,Unknown,Balochistan,Quetta,30.1802,66.9964,6
2020-04-03,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,6
2020-04-03,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,1
2020-04-03,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,1
2020-04-03,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,33.528,71.058,8
2020-04-03,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,1
2020-04-03,10,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,9
2020-04-03,11,0,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,11
2020-04-03,5,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,5
2020-04-03,1,0,0,Local - Social Contact,Punjab,Jehlum,32.940548,73.727631,1
2020-04-03,1,0,0,Local - Social Contact,Punjab,Gujranwala,32.1547,74.1804,1
2020-04-03,2,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,2
2020-04-03,1,0,0,Local - Social Contact,Punjab,Chiniot,31.72,72.978,1
2020-04-03,2,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,28.424043,70.300054,2
2020-04-03,1,0,0,Local - Social Contact,Punjab,Sialkot,32.4836,74.556,1
2020-04-03,11,0,0,Local - Social Contact,Punjab,Vehari,30.033,72.35,11
2020-04-03,1,0,0,Local - Social Contact,Punjab,Bahawalpur,29.3962,71.6869,1
2020-04-03,1,0,0,Local - Social Contact,Punjab,Sheikhupura,31.713,73.978,1
2020-04-03,12,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan,30.056,70.634,12
2020-04-03,3,0,0,Tableeghi Jamaat,Punjab,Multan,30.1735,71.469,3
2020-04-03,100,0,0,Tableeghi Jamaat,Punjab,Raiwind,31.254,74.217,100
2020-04-04,7,0,0,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,7
2020-04-04,6,3,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,3
2020-04-04,30,1,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,29
2020-04-04,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,4
2020-04-04,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,4
2020-04-04,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,1
2020-04-04,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,2
2020-04-04,3,0,0,Local - Social Contact,FATA,Khyber,33.979947,71.139336,3
2020-04-04,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,32.607,70.911,4
2020-04-04,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,2
2020-04-04,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,34.852059,72.738327,1
2020-04-04,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Torghar,0.0,0.0,1
2020-04-04,0,0,12,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,-12
2020-04-04,10,0,0,Unknown,Balochistan,Quetta,30.1802,66.9964,10
2020-04-04,0,0,3,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,-3
2020-04-04,3,0,0,Unknown,AJK,Muzaffarabad,34.37,73.471,3
2020-04-04,0,0,5,Unknown,Gilgit-Baltistan,Skardu,35.317806,75.552296,-5
2020-04-04,0,0,9,Unknown,Gilgit-Baltistan,Nagar,36.273351,74.726677,-9
2020-04-04,0,0,3,Unknown,Gilgit-Baltistan,Ghanche,35.160867,76.341063,-3
2020-04-05,3,0,0,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,3
2020-04-05,4,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,2
2020-04-05,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,7
2020-04-05,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,6
2020-04-05,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,33.715754,71.005449,-1
2020-04-05,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,5
2020-04-05,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,-1
2020-04-05,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,-1
2020-04-05,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,-2
2020-04-05,4,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,0
2020-04-05,3,0,9,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,-6
2020-04-05,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,34.56534,71.983561,-1
2020-04-05,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,-1
2020-04-05,1,0,0,Local - Social Contact,FATA,Bajaur,34.782749,71.532708,1
2020-04-05,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,1
2020-04-05,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,33.999,72.934,1
2020-04-05,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,1
2020-04-05,0,0,1,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,-1
2020-04-05,0,0,1,Local - Social Contact,FATA,South Waziristan,32.399536,69.727014,-1
2020-04-05,41,1,0,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,40
2020-04-05,2,0,0,Local - Social Contact,AJK,Mirpur,33.118377,73.744818,2
2020-04-05,6,0,13,Unknown,Balochistan,Quetta,30.1802,66.9964,-7
2020-04-05,17,0,7,Tableegi Jamaat,Gilgit-Baltistan,Gilgit,35.918473,74.3335,10
2020-04-05,31,0,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,31
2020-04-05,0,0,0,Local - Social Contact,Punjab,Faisalabad,31.4155,73.0908,0
2020-04-05,47,0,0,Iran/Taftan,Punjab,Raiwind,31.254,74.217,47
2020-04-05,0,0,2,Iran/Taftan,Gilgit-Baltistan,Kharmang,0.0,0.0,-2
2020-04-05,0,0,1,Dubai,Gilgit-Baltistan,Kharmang,0.0,0.0,-1
2020-04-06,51,2,0,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,49
2020-04-06,0,0,130,Iran/Taftan,Sindh,Sukkur,27.7221,68.8333,-130
2020-04-06,3,0,31,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,-28
2020-04-06,20,3,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,17
2020-04-06,77,0,0,Jail,Punjab,Lahore,31.4978,74.3601,77
2020-04-06,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,35.918473,74.3335,1
2020-04-06,0,0,11,Local - Social Contact,Gilgit-Baltistan,Shigar,0.0,0.0,-11
2020-04-06,1,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,1
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,1
2020-04-06,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,2
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,1
2020-04-06,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,4
2020-04-06,3,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,3
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,1
2020-04-06,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,5
2020-04-06,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,14
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,1
2020-04-06,1,0,0,Local - Social Contact,FATA,Khyber,33.979947,71.139336,1
2020-04-06,15,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,14
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,1
2020-04-06,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,9
2020-04-06,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand,0.0,0.0,1
2020-04-06,24,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,24
2020-04-06,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,34.12,72.472,1
2020-04-06,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,7
2020-04-06,3,0,0,Local - Social Contact,FATA,North Waziristan,0.0,0.0,3
2020-04-07,1,1,0,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,0
2020-04-07,0,0,0,Tableeghi Jamaat,Punjab,Raiwind,31.254,74.217,0
2020-04-07,54,1,16,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,37
2020-04-07,11,0,27,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,-16
2020-04-07,12,0,3,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,9
2020-04-07,0,0,28,Local - Social Contact,Gilgit-Baltistan,Skardu,35.317806,75.552296,-28
2020-04-07,1,0,2,Local - Social Contact,Gilgit-Baltistan,Kharmang,0.0,0.0,-1
2020-04-07,0,0,1,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,-1
2020-04-07,7,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,2
2020-04-07,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,2
2020-04-07,1,0,0,Local - Social Contact,FATA,Bajaur,34.782749,71.532708,1
2020-04-07,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,1
2020-04-07,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,2
2020-04-07,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,3
2020-04-07,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,2
2020-04-07,1,0,0,Local - Social Contact,FATA,Khyber,33.979947,71.139336,1
