Date,Cases,Deaths,Recovered,Travel_history,Province,City,Latitude (generated),Longitude (generated),Active Cases
2020-04-07,0,0,1,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,-1
2020-04-07,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,33.715754,71.005449,3
2020-04-07,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,34.852059,72.738327,2
2020-04-07,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,1
2020-04-07,3,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,3
2020-04-08,49,2,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,47
2020-04-08,2,0,0,Local - Social Contact,Punjab,Multan,30.1735,71.469,2
2020-04-08,3,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,3
2020-04-08,1,0,0,Local - Social Contact,Punjab,Jehlum,32.940548,73.727631,1
2020-04-08,15,0,0,Local - Social Contact,Punjab,Gujranwala,32.1547,74.1804,15
2020-04-08,8,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,8
2020-04-08,12,0,0,Local - Social Contact,Punjab,Faisalabad,31.4155,73.0908,12
2020-04-08,7,0,0,Local - Social Contact,Punjab,Chiniot,31.72,72.978,7
2020-04-08,1,0,0,Local - Social Contact,Punjab,Mandi Bahauddin,32.583,73.484,1
2020-04-08,7,0,0,Local - Social Contact,Punjab,Mianwali,32.574,71.526,7
2020-04-08,4,0,0,Local - Social Contact,Punjab,Narowal,32.1,74.883,4
2020-04-08,0,0,2,Local - Social Contact,Punjab,Rahim Yar Khan,28.424043,70.300054,-2
2020-04-08,0,0,4,Local - Social Contact,Punjab,Sargodha,32.0778,72.6722,-4
2020-04-08,17,0,0,Local - Social Contact,Punjab,Sialkot,32.4836,74.556,17
2020-04-08,6,0,0,Local - Social Contact,Punjab,Bahawal Nagar,30.55,73.39,6
2020-04-08,13,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan,30.056,70.634,13
2020-04-08,1,0,0,Local - Social Contact,Punjab,Hafizabad,32.067,73.685,1
2020-04-08,0,0,6,Local - Social Contact,Punjab,Vehari,30.033,72.35,-6
2020-04-08,1,0,0,Local - Social Contact,Punjab,Okara,30.808,73.445,1
2020-04-08,1,0,0,Local - Social Contact,Punjab,Bahawalpur,29.3962,71.6869,1
2020-04-08,8,0,0,Local - Social Contact,Punjab,Kasur,31.115,74.446,8
2020-04-08,1,0,0,Local - Social Contact,Punjab,Lodhran,29.54,71.633,1
2020-04-08,2,0,0,Local - Social Contact,Punjab,Toba Tek Singh,30.974,72.482,2
2020-04-08,50,1,1,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,48
2020-04-08,6,0,0,Local - Social Contact,Sindh,Larkana,27.55,68.216,6
2020-04-08,2,0,0,Local - Social Contact,Sindh,Jamshoro,0.0,0.0,2
2020-04-08,1,0,0,Local - Social Contact,Sindh,Badin,24.65,68.833,1
2020-04-08,7,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,0.0,0.0,7
2020-04-08,4,0,0,Local - Social Contact,Sindh,Naushero Feroz,26.842,68.122,4
2020-04-08,1,0,0,Local - Social Contact,Sindh,Shujawal,0.0,0.0,1
2020-04-08,1,0,0,Local - Social Contact,Sindh,Sanghar,26.033,68.95,1
2020-04-08,12,0,0,Local - Social Contact,Sindh,Tando M. Khan,25.133,68.533,12
2020-04-08,2,0,0,Local - Social Contact,Sindh,Ghotki,28.006,69.316,2
2020-04-08,42,1,0,Tableeghi Jamaat,Sindh,Hyderabad,25.3763,68.3432,41
2020-04-08,0,0,18,Iran/Taftan,Sindh,Sukkur,27.7221,68.8333,-18
2020-04-08,8,1,10,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,-3
2020-04-08,1,0,20,Local - Social Contact,Gilgit-Baltistan,Nagar,36.273351,74.726677,-19
2020-04-08,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,0
2020-04-08,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,34.852059,72.738327,-1
2020-04-08,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,1
2020-04-08,12,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,11
2020-04-08,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,2
2020-04-08,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,2
2020-04-08,2,0,0,Local - Social Contact,FATA,Khyber,33.979947,71.139336,2
2020-04-08,4,0,0,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,4
2020-04-08,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,5
2020-04-08,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Torghar,0.0,0.0,1
2020-04-08,0,0,48,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,-48
2020-04-08,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,-1
2020-04-08,10,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,10
2020-04-09,35,0,7,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,28
2020-04-09,0,0,5,Iran/Taftan,Punjab,Dera Ghazi Khan,30.056,70.634,-5
2020-04-09,213,1,0,Tableeghi Jamaat,Punjab,Raiwind,31.254,74.217,212
2020-04-09,18,0,0,Tableeghi Jamaat,Punjab,Faisalabad,31.4155,73.0908,18
2020-04-09,366,0,0,Tableeghi Jamaat,Punjab,Multan,30.1735,71.469,366
2020-04-10,12,0,0,Jail,Punjab,Lahore,31.4978,74.3601,12
2020-04-09,0,0,18,Local - Social Contact,Sindh,Sukkur,27.7221,68.8333,-18
2020-04-09,92,1,0,Unknown,Sindh,Karachi,24.8709,67.1145,91
2020-04-09,0,0,69,Iran/Taftan,Sindh,Sukkur,27.7221,68.8333,-69
2020-04-09,7,0,0,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,7
2020-04-09,2,0,0,Local - Social Contact,Gilgit-Baltistan,Kharmang,0.0,0.0,2
2020-04-09,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,3
2020-04-09,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,6
2020-04-09,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,1
2020-04-09,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,10
2020-04-09,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,33.528,71.058,4
2020-04-09,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,33.999,72.934,1
2020-04-09,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,5
2020-04-09,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,1
2020-04-09,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,33.715754,71.005449,1
2020-04-09,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,14
2020-04-09,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,34.852059,72.738327,2
2020-04-09,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,34.12,72.472,1
2020-04-09,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,7
2020-04-09,1,0,0,Local - Social Contact,FATA,North Waziristan,0.0,0.0,1
2020-04-09,5,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,5
2020-04-09,23,0,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,23
2020-04-09,1,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,1
2020-04-09,0,0,1,Local - Social Contact,Punjab,Jehlum,32.940548,73.727631,-1
2020-04-09,0,0,1,Local - Social Contact,Punjab,Gujranwala,32.1547,74.1804,-1
2020-04-09,1,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,1
2020-04-09,4,0,0,Local - Social Contact,Punjab,Chakwal,32.933,72.866,4
2020-04-09,6,0,0,Local - Social Contact,Punjab,Faisalabad,31.4155,73.0908,6
2020-04-09,0,0,7,Local - Social Contact,Punjab,Mandi Bahauddin,32.583,73.484,-7
2020-04-09,0,0,1,Local - Social Contact,Punjab,Mianwali,32.574,71.526,-1
2020-04-09,2,0,0,Local - Social Contact,Punjab,Narowal,32.1,74.883,2
2020-04-09,17,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,28.424043,70.300054,17
2020-04-09,2,0,0,Local - Social Contact,Punjab,Sargodha,32.0778,72.6722,2
2020-04-09,1,0,0,Local - Social Contact,Punjab,Jhang,31.2465,72.3333,1
2020-04-09,8,0,0,Local - Social Contact,Punjab,Sialkot,32.4836,74.556,8
2020-04-09,0,0,4,Local - Social Contact,Punjab,Bahawal Nagar,30.55,73.39,-4
2020-04-09,6,0,0,Local - Social Contact,Punjab,Hafizabad,32.067,73.685,6
2020-04-09,2,0,0,Local - Social Contact,Punjab,Khushab,32.296,72.352,2
2020-04-09,2,0,0,Local - Social Contact,Punjab,Bahawalpur,29.3962,71.6869,2
2020-04-09,8,0,0,Local - Social Contact,Punjab,Nsb,0.0,0.0,8
2020-04-09,2,0,0,Local - Social Contact,Punjab,Sheikhupura,31.713,73.978,2
2020-04-10,85,1,9,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,75
2020-04-10,1,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,0.0,0.0,1
2020-04-10,1,0,13,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,-12
2020-04-10,0,0,14,Local - Social Contact,Gilgit-Baltistan,Nagar,36.273351,74.726677,-14
2020-04-10,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,0
2020-04-10,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,3
2020-04-10,3,0,3,Local - Social Contact,FATA,Bajaur,34.782749,71.532708,0
2020-04-10,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,32.989,70.606,5
2020-04-10,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,3
2020-04-10,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,3
2020-04-10,0,1,0,Tableegi Jamaat,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,-1
2020-04-10,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,1
2020-04-10,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,33.528,71.058,0
2020-04-10,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,33.999,72.934,1
2020-04-10,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,-1
2020-04-10,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,1
2020-04-10,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,34.56534,71.983561,1
2020-04-10,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,1
2020-04-10,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,8
2020-04-10,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,34.12,72.472,3
2020-04-10,2,1,2,Tableegi Jamaat,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,-1
2020-04-10,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Tank,32.221,70.379,-1
2020-04-10,0,0,2,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,-2
2020-04-10,0,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,0
2020-04-10,10,0,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,10
2020-04-10,1,0,0,Local - Social Contact,Punjab,Faisalabad,31.4155,73.0908,1
2020-04-10,0,0,5,Local - Social Contact,Punjab,Nankana,31.447,73.697,-5
2020-04-10,7,0,0,Local - Social Contact,Punjab,Sheikhupura,31.713,73.978,7
2020-04-11,1,0,10,Local - Social Contact,Gilgit-Baltistan,Gilgit,35.918473,74.3335,-9
2020-04-11,0,0,11,Local - Social Contact,Gilgit-Baltistan,Nagar,36.273351,74.726677,-11
2020-04-11,1,0,0,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,1
2020-04-11,8,0,6,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,2
2020-04-11,5,4,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,0
2020-04-11,5,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,4
2020-04-11,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,2
2020-04-11,1,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,-3
2020-04-11,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,5
2020-04-11,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,34.868024,71.84701,3
2020-04-11,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,6
2020-04-11,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,6
2020-04-11,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,5
2020-04-11,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,34.852059,72.738327,4
2020-04-11,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,0
2020-04-11,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,31.832,70.902,-1
2020-04-11,84,6,0,Local - Social Contact,Sindh,Karachi,24.8709,67.1145,78
2020-04-11,3,0,0,Local - Social Contact,Sindh,Larkana,27.55,68.216,3
2020-04-11,17,0,0,Local - Social Contact,Sindh,Hyderabad,25.3763,68.3432,17
2020-04-11,29,3,0,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,26
2020-04-11,1,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan,30.056,70.634,1
2020-04-11,30,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,30
2020-04-11,7,0,0,Tableeghi Jamaat,Punjab,Raiwind,31.254,74.217,7
2020-04-11,5,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,5
2020-04-11,3,0,0,Local - Social Contact,Punjab,Nankana,31.447,73.697,3
2020-04-11,16,0,0,Local - Social Contact,Punjab,Laiya,30.961,70.939,16
2020-04-11,0,0,2,Local - Social Contact,Punjab,Jehlum,32.940548,73.727631,-2
2020-04-11,47,0,0,Unknown,Punjab,Bhakhar,31.625,71.065,47
2020-04-12,1,0,3,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,-2
2020-04-12,79,2,18,Unknown,Sindh,Karachi,24.8709,67.1145,59
2020-04-12,14,0,0,Unknown,Sindh,Khairpur,0.0,0.0,14
2020-04-12,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,8
2020-04-12,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,34.198,72.045,1
2020-04-12,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,34.12,72.472,-1
2020-04-12,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,34.490828,72.518118,6
2020-04-12,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,35.305038,72.096277,1
2020-04-12,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,33.528,71.058,1
2020-04-12,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak,33.110578,71.088365,4
2020-04-12,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,4
2020-04-12,2,0,0,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,2
2020-04-12,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,34.56534,71.983561,3
2020-04-12,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,34.333,73.2,10
2020-04-12,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,2
2020-04-12,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,1
2020-04-12,1,0,0,Local - Social Contact,FATA,South Waziristan,32.399536,69.727014,1
2020-04-12,0,0,2,Local - Social Contact,FATA,North Waziristan,0.0,0.0,-2
2020-04-12,8,0,0,Local - Social Contact,Balochistan,Quetta,30.1802,66.9964,8
2020-04-12,6,0,1,Local - Social Contact,AJK,Muzaffarabad,34.37,73.471,5
2020-04-12,32,2,25,Local - Social Contact,Punjab,Lahore,31.4978,74.3601,5
2020-04-12,19,0,0,Local - Social Contact,Punjab,Multan,30.1735,71.469,19
2020-04-12,0,0,175,Local - Social Contact,Punjab,Dera Ghazi Khan,30.056,70.634,-175
2020-04-12,6,0,0,Local - Social Contact,Punjab,Gujrat,32.572,74.089,6
2020-04-12,2,0,0,Local - Social Contact,Punjab,Rawalpindi,33.5546,73.1064,2
2020-04-12,3,0,0,Local - Social Contact,Punjab,Faisalabad,31.4155,73.0908,3
2020-04-12,19,0,0,Local - Social Contact,Punjab,Rahim Yar Khan,28.424043,70.300054,19
2020-04-12,6,0,0,Local - Social Contact,Punjab,Vehari,30.033,72.35,6
2020-04-12,1,0,0,Local - Social Contact,Punjab,Khushab,32.296,72.352,1
2020-04-12,1,0,0,Local - Social Contact,Punjab,Bahawalpur,29.3962,71.6869,1
2020-04-13,12,0,0,Local - Social Contact,Islamabad,Islamabad,33.7194,73.0741,12
2020-04-12,9,0,0,Jail,Punjab,Lahore,31.4978,74.3601,9
2020-04-13,0,1,0,Unknown,Punjab,Lahore,31.4978,74.3601,-1
2020-04-13,0,0,233,Tableeghi Jamaat,Punjab,Dera Ghazi Khan,30.056,70.634,-233
2020-04-13,60,0,0,Local - Social Contact,Punjab,Multan,30.1735,71.469,60
2020-04-13,39,1,30,Unknown,Sindh,Karachi,24.8709,67.1145,8
2020-04-13,1,0,0,Local - Social Contact,Sindh,Sujawal,0.0,0.0,1
2020-04-13,1,0,0,Local - Social Contact,Sindh,Sanghar,26.033,68.95,1
2020-04-13,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,-1
2020-04-13,1,1,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,34.15,73.2138,-1
2020-04-13,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,34.145,71.731,5
2020-04-13,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,33.586,71.442,1
2020-04-13,9,0,0,Local - Social Contact,FATA,Kurrum,33.706747,70.389776,9
2020-04-13,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,34.56534,71.983561,2
2020-04-13,1,0,0,Local - Social Contact,FATA,Mohmand,0.0,0.0,1
2020-04-13,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,33.996,72.013,1
2020-04-13,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,34.0114,71.5645,31
2020-04-13,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,35.429612,72.566529,3
